raw_text,aspectTerms
I cannot imagine a friendlier staff working in a restaurant.,"[{'term': 'staff', 'polarity': 'positive'}]"
I cannot imagine better Indian food in all of the city.,"[{'term': 'Indian food', 'polarity': 'positive'}]"
I cannot imagine you not rushing out to eat there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This restaurant used to be our regular Thursday night dinner location.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"During the course of the past 3 months, the chef and staff changed and it was not for the better.","[{'term': 'chef', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}]"
I wish they would change back to what it was before.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food now is inconsistent.,"[{'term': 'food', 'polarity': 'negative'}]"
This is the kind of place you'd like to take all your friends to and still keep a secret.,"[{'term': 'place', 'polarity': 'positive'}]"
The setting is casual and romantic.,"[{'term': 'setting', 'polarity': 'positive'}]"
Prices are very good.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food is excellent! ,"[{'term': 'food', 'polarity': 'positive'}]"
"if you're daring, try the balsamic vinegar over icecream, it's wonderful!","[{'term': 'balsamic vinegar over icecream', 'polarity': 'positive'}]"
"Do not get the Go Go Hamburgers, no matter what the reviews say.","[{'term': 'Go Go Hamburgers', 'polarity': 'negative'}]"
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","[{'term': 'dim sum', 'polarity': 'negative'}]"
Steamed fresh so brought hot hot hot to your table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","[{'term': 'wait', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'negative'}]"
"A few tips: skip the turnip cake, roast pork buns and egg custards.","[{'term': 'turnip cake', 'polarity': 'negative'}, {'term': 'roast pork buns', 'polarity': 'negative'}, {'term': 'egg custards', 'polarity': 'negative'}]"
These are overpriced and you can get better just around the corner:,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
After passing by this restaurant for sometime I finally decided to go in and have dinner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I was pleasantly suprised.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food was exceptional.,"[{'term': 'food', 'polarity': 'positive'}]"
"The menu consisted of standard brassiere food, better then places like Balthazar etc.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","[{'term': 'braised lamb shank in red wine', 'polarity': 'positive'}]"
The service was friendly and the atmosphere was casual.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'neutral'}]"
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}]"
this little place has a cute interior decor and affordable city prices.,"[{'term': 'interior decor', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"the pad se ew chicken was delicious, however the pad thai was far too oily.","[{'term': 'pad se ew chicken', 'polarity': 'positive'}, {'term': 'pad thai', 'polarity': 'negative'}]"
i would just ask for no oil next time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Have eaten at Ginger House several times, and it's always good.","[{'term': 'Ginger House', 'polarity': 'positive'}]"
The fried dumplings are GREAT!,"[{'term': 'fried dumplings', 'polarity': 'positive'}]"
Finally a reliable Chinese restaurant!,"[{'term': 'Chinese restaurant', 'polarity': 'positive'}]"
This place would be so much better served by being run by a group that actually understands customer service.,"[{'term': 'customer service', 'polarity': 'negative'}]"
"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Terrible, terrible management - deserves to be shut-down.","[{'term': 'management', 'polarity': 'negative'}]"
Never fails to please.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"delicious bagels, especially when right out of the oven.","[{'term': 'bagels', 'polarity': 'positive'}]"
Spreads and toppings are great - though a bit pricey.,"[{'term': 'Spreads', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}, {'term': 'Spreads', 'polarity': 'negative'}, {'term': 'toppings', 'polarity': 'negative'}]"
Service is fast and friendly.,"[{'term': 'Service', 'polarity': 'positive'}]"
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
But that is highly forgivable.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Been there, done that, and New York, it's not that big a deal.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]"
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Rao is a good restaurant, but it's nothing special.","[{'term': 'Rao', 'polarity': 'neutral'}]"
I've eaten at many different Indian restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"But after last night, Spice Grill is the only place I'm eating indian cuisine.","[{'term': 'indian cuisine', 'polarity': 'positive'}]"
You must try the shrimp appetizers.,"[{'term': 'shrimp appetizers', 'polarity': 'positive'}]"
Even my Indian friend couldn't believe how good and tasty everything was.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
"Great food, great prices, great service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"If you are looking for a good quality, cheap eats - this is the place.","[{'term': 'eats', 'polarity': 'positive'}]"
it's a perfect place to have a amanzing indian food.,"[{'term': 'indian food', 'polarity': 'positive'}]"
I really loved the different and inovated touch that's the cheff gives to the food.,"[{'term': 'cheff', 'polarity': 'positive'}]"
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!","[{'term': 'place', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[{'term': 'bagels', 'polarity': 'negative'}]"
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Also a little more expensive than your average bagel place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great bagels made the old-fashioned way.,"[{'term': 'bagels', 'polarity': 'positive'}]"
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Drawbacks: service is slow and they don't toast!,"[{'term': 'service', 'polarity': 'negative'}]"
The food was absolutely amazing!!,"[{'term': 'food', 'polarity': 'positive'}]"
The baked clams octopus we shared as appetizers were the best we've ever had!! ,"[{'term': 'baked clams octopus', 'polarity': 'positive'}]"
"The lamb was tender so full of flavor, the dessert was divine!!","[{'term': 'lamb', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
The waiter was attentive.,"[{'term': 'waiter', 'polarity': 'positive'}]"
The place itself is beautiful the bar scene seems to be happening.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'bar scene', 'polarity': 'positive'}]"
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.","[{'term': 'Appetizers', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'potato stuff kanish', 'polarity': 'positive'}]"
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","[{'term': 'salmon', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'positive'}, {'term': 'servings for main entree', 'polarity': 'negative'}]"
Dessert is a joke...dont bother,"[{'term': 'Dessert', 'polarity': 'negative'}]"
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[{'term': 'service', 'polarity': 'positive'}]"
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","[{'term': 'restaurant', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}, {'term': 'veal', 'polarity': 'positive'}]"
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","[{'term': 'anti-pasta', 'polarity': 'positive'}, {'term': 'calamari', 'polarity': 'positive'}, {'term': 'pasta mains', 'polarity': 'positive'}]"
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"[{'term': 'wine list', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[{'term': 'measures of liquers', 'polarity': 'positive'}]"
Fantastic place.,"[{'term': 'place', 'polarity': 'positive'}]"
Cute and decorative.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A pleasant surprise.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Go there to relax and feel like your somewhere else.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Lucky Strike is a great casual place to just grab a bite to eat.,"[{'term': 'Lucky Strike', 'polarity': 'positive'}]"
"Yeah the crowd can take it a bit seriously, but it shouldn't.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great food, great decor, great service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
I recommend it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Just ignore the trendy wannabes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[{'term': 'spot', 'polarity': 'positive'}]"
(Always ask the bartender for the SEASONAL beer!!!,"[{'term': 'SEASONAL beer', 'polarity': 'positive'}]"
Guaranteed to be a tasty experience!),"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,"[{'term': 'spot', 'polarity': 'positive'}]"
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"[{'term': 'Heartland Brewery', 'polarity': 'positive'}]"
All the people that I bring there go back on their own and bring THEIR friends!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Go there once and oh yes...you will go back...you will...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
What a great place!,"[{'term': 'place', 'polarity': 'positive'}]"
Not the typical NYC gimmick theme restaurant.,"[{'term': 'restaurant', 'polarity': 'positive'}]"
"A cool bar with great food, and tons of excellent beer.","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}]"
And even with it's Pub atmosphere they were great to my kids too!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Loved it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Out of the hundreds of Italian restaurants in Queens, this is among the best.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The shrimp scampi was excellent and the antipasti were plentiful.,"[{'term': 'shrimp scampi', 'polarity': 'positive'}, {'term': 'antipasti', 'polarity': 'positive'}]"
It is expensive but well worth the money.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.","[{'term': 'Corona', 'polarity': 'positive'}]"
The only thing more wonderful than the food (which is exceptional) is the service.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
The only thing the waiters don't do for you is wipe your chin when you leave.,"[{'term': 'waiters', 'polarity': 'positive'}]"
Wonderful at holiday time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Cozy romantic atomosphere with only around 15 tables at most.,"[{'term': 'atomosphere', 'polarity': 'positive'}]"
Service was very prompt but slightly rushed.,"[{'term': 'Service', 'polarity': 'positive'}]"
"Food was very good, but not what I would consider out of this world.","[{'term': 'Food', 'polarity': 'neutral'}]"
Go here for a romantic dinner but not for an all out wow dining experience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Too bad the food wasn't of the same heritage.,"[{'term': 'food', 'polarity': 'negative'}]"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'seafood tagliatelle', 'polarity': 'negative'}]"
A real dissapointment.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,"[{'term': 'tiramisu', 'polarity': 'negative'}]"
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Priced at upper intermediate range.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I really liked this place.,"[{'term': 'place', 'polarity': 'positive'}]"
"Everything I had was good, and I'm a eater.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
It was pretty inexpensive too.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place has the best Chinese style BBQ ribs in the city.,"[{'term': 'BBQ ribs', 'polarity': 'positive'}]"
I also recommend the rice dishes or the different varieties of congee (rice porridge).,"[{'term': 'rice dishes', 'polarity': 'positive'}, {'term': 'congee (rice porridge)', 'polarity': 'positive'}]"
It's great to go for a quick lunch either alone or with a friend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It's definately not a place to go if you want to impress someone.,"[{'term': 'place', 'polarity': 'negative'}]"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'positive'}]"
Quick and friendly service.,"[{'term': 'service', 'polarity': 'positive'}]"
This is one of the best comfort food places in the city.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It's somewhere you can eat and be happy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[{'term': 'main dining room', 'polarity': 'positive'}, {'term': 'ceiling', 'polarity': 'positive'}]"
"The food is wonderful, tasty and filling, and the service is professional and friendly.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"I can't wait for summer, when they serve outside on their gigantic patio.","[{'term': 'patio', 'polarity': 'positive'}]"
Ahhh...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I recently tried Suan and I thought that it was great.,"[{'term': 'Suan', 'polarity': 'positive'}]"
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'hot sauce', 'polarity': 'positive'}]"
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
They all know you.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Good food.,"[{'term': 'food', 'polarity': 'positive'}]"
Good drink.,"[{'term': 'drink', 'polarity': 'positive'}]"
How do you rate home?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have never had cheescake like this.,"[{'term': 'cheescake', 'polarity': 'positive'}]"
I thought I had died and gone to heaven.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great spot, whether looking for a couple of drinks or quiet dinner.","[{'term': 'spot', 'polarity': 'positive'}]"
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[{'term': 'outdoor seating', 'polarity': 'positive'}]"
The food is great and they have a good selecion of wines at reasonable prices.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'wines', 'polarity': 'positive'}]"
Have been several times and it never dissapoints.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We were less than impressed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[{'term': 'chicken casserole', 'polarity': 'negative'}]"
Probably would not go again...,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"i've been to sapphire twice and both times the food was fine, if not good.","[{'term': 'food', 'polarity': 'positive'}]"
"stick with the chicken, beef, and lamb dishes.","[{'term': 'chicken', 'polarity': 'positive'}, {'term': 'beef', 'polarity': 'positive'}, {'term': 'lamb dishes', 'polarity': 'positive'}]"
i don't usually order wine with indian so i can't comment on their wine list or their wines.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
instead ordered an ice cold beer which to me works with indian.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"service is friendly, and never had a problem walking in and getting a table.","[{'term': 'service', 'polarity': 'positive'}]"
i would recommend reservations on weekends though.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
skip dessert.,"[{'term': 'dessert', 'polarity': 'negative'}]"
Best Reuben sandwich ever!,"[{'term': 'Reuben sandwich', 'polarity': 'positive'}]"
A classic!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Don't miss Bloom's on your next trip to Manhatten.,"[{'term': ""Bloom's"", 'polarity': 'positive'}]"
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","[{'term': 'place', 'polarity': 'positive'}]"
Thanks Bloom's for a lovely trip.,"[{'term': ""Bloom's"", 'polarity': 'positive'}]"
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food was not fresh, the sauces were bland and very oily.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'sauces', 'polarity': 'negative'}]"
It just wasn't Thai.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Was surprisingly disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Pizza was a little soggy.,"[{'term': 'Pizza', 'polarity': 'negative'}]"
Ravioli was good...but I have to say that I found everything a bit overpriced.,"[{'term': 'Ravioli', 'polarity': 'positive'}]"
Not enough wines by the glass either.,"[{'term': 'wines by the glass', 'polarity': 'negative'}]"
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'setting/atmosphere', 'polarity': 'positive'}]"
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","[{'term': 'Food', 'polarity': 'neutral'}]"
This place is a great bargain.,"[{'term': 'place', 'polarity': 'positive'}]"
Authentic Pakistani food.,"[{'term': 'Pakistani food', 'polarity': 'positive'}]"
People are always friendly.,"[{'term': 'People', 'polarity': 'positive'}]"
Don't waste money on decor.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Just straight up cheap, good food.","[{'term': 'food', 'polarity': 'positive'}]"
Faan is sooo good.,"[{'term': 'Faan', 'polarity': 'positive'}]"
The best pad thai i've ever had.,"[{'term': 'pad thai', 'polarity': 'positive'}]"
The design and atmosphere is just as good.,"[{'term': 'design', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
bottles of wine are cheap and good.,"[{'term': 'bottles of wine', 'polarity': 'positive'}]"
What more could you want?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food was actually aweful.,"[{'term': 'food', 'polarity': 'negative'}]"
I'm not picky - but it was actually gross.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.","[{'term': 'mussles', 'polarity': 'negative'}, {'term': 'seabass', 'polarity': 'negative'}, {'term': 'goat cheese salad', 'polarity': 'negative'}, {'term': 'penne w/ chicken', 'polarity': 'negative'}]"
"Nice atmosphere, the service was very pleasant and the desert was good.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'desert', 'polarity': 'positive'}]"
Wouldn't recomend it for dinner!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This is the perfect date spot for Williamsburg couples.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The jukebox plays everything from Italian Opera to The Strokes.,"[{'term': 'jukebox', 'polarity': 'positive'}]"
"The food is amazing, rich pastas and fresh doughy pizza.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'pastas', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
"Best of all is the warm vibe, the owner is super friendly and service is fast.","[{'term': 'vibe', 'polarity': 'positive'}, {'term': 'owner', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"If only they delivered, they'd make a mint!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
go here for the drinks!,"[{'term': 'drinks', 'polarity': 'positive'}]"
esp. during happy hour!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
enough said!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
the drinks are amazing and half off till 8pm.,"[{'term': 'drinks', 'polarity': 'positive'}]"
"Ask for Usha, the nicest bartender in manhattan.","[{'term': 'Usha', 'polarity': 'positive'}]"
My fav was the sassy lassi...,"[{'term': 'sassy lassi', 'polarity': 'positive'}]"
This is an amazing place to try some roti rolls.,"[{'term': 'roti rolls', 'polarity': 'positive'}]"
I really recommend the very simple Unda (Egg) rolls.,"[{'term': 'Unda (Egg) rolls', 'polarity': 'positive'}]"
"Delicate spices, onions, eggs and a kick-ass roti.","[{'term': 'spices', 'polarity': 'positive'}, {'term': 'onions', 'polarity': 'positive'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'roti', 'polarity': 'positive'}]"
Amazing!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Toons has recently been redone, so it's now a very attractive space.","[{'term': 'Toons', 'polarity': 'positive'}]"
The food's as good as ever.,"[{'term': 'food', 'polarity': 'positive'}]"
"In an area sadly lacking in decent Thai food, this is one of the best spots.","[{'term': 'Thai food', 'polarity': 'positive'}]"
"Went here last night - nice decor, good service, but the food was surprisingly excellent.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[{'term': 'portions', 'polarity': 'neutral'}]"
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Can't wait to go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Best drumsticks over rice and sour spicy soup in town!,"[{'term': 'drumsticks over rice', 'polarity': 'positive'}, {'term': 'sour spicy soup', 'polarity': 'positive'}]"
Beef noodle soup is good as well.,"[{'term': 'Beef noodle soup', 'polarity': 'positive'}]"
The service is good and the resturant is clean.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'resturant', 'polarity': 'positive'}]"
Best Taiwanese food in NY!,"[{'term': 'Taiwanese food', 'polarity': 'positive'}]"
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,"[{'term': ""Rao's"", 'polarity': 'positive'}]"
"For those that go once and don't enjoy it, all I can say is that they just don't get it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Rao's has the best service and atmosphere in NYC.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
Good luck getting a table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
My roommate and I LOVE this place.,"[{'term': 'place', 'polarity': 'positive'}]"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[{'term': 'outdoor seating', 'polarity': 'positive'}]"
Indoor was very cozy and cute.,"[{'term': 'Indoor', 'polarity': 'positive'}]"
"The portion sizes here are huge, and the sushi is good.","[{'term': 'portion sizes', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]"
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Staff is very accomodating.,"[{'term': 'Staff', 'polarity': 'positive'}]"
"Excellent dumplings served amid clean, chic decor.","[{'term': 'dumplings', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
"I got the $10 10-piece dim sum combo, every bite of which was great.","[{'term': '$10 10-piece dim sum combo', 'polarity': 'positive'}]"
But $1 for each small piece???,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Not worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I won't go back unless someone else is footing the bill.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The decor is very simple but comfortable.,"[{'term': 'decor', 'polarity': 'positive'}]"
The food was delicious but do not come here on a empty stomach.,"[{'term': 'food', 'polarity': 'positive'}]"
The portions are small but being that the food was so good makes up for that.,"[{'term': 'portions', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[{'term': 'crabmeat lasagna', 'polarity': 'positive'}, {'term': 'chocolate bread pudding', 'polarity': 'positive'}]"
The staff there is very attentive and down to earth.,"[{'term': 'staff', 'polarity': 'positive'}]"
I loved it and would go again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great Indian food and the service is incredible.,"[{'term': 'Indian food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
The owner truly caters to all your needs.,"[{'term': 'owner', 'polarity': 'positive'}]"
"When family came in he gave them apps to test their palets, and then ordered for them.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Everyone was more then happy with his choices.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great food and the prices are very reasonable.,"[{'term': 'food', 'polarity': 'positive'}]"
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food here does a great service to the name (Cantonese that is...).,"[{'term': 'food', 'polarity': 'positive'}]"
